lane_id	source_center	destination_center	route_type	week_start	segment_count	trip_count	avg_delay_minutes	prior_week_avg_delay_minutes	wow_avg_delay_change_minutes	sla_breach_rate_pct	prior_week_sla_breach_rate_pct	wow_sla_breach_rate_change_pct
IND000000AAL -> IND411033AAA | Carting	IND000000AAL	IND411033AAA	Carting	2018-09-10	16	8	24.06	NULL	NULL	43.75	NULL	NULL
IND000000AAL -> IND411033AAA | Carting	IND000000AAL	IND411033AAA	Carting	2018-09-17	11	6	27.73	24.06	3.67	72.73	43.75	28.98
IND000000AAL -> IND411033AAA | Carting	IND000000AAL	IND411033AAA	Carting	2018-10-01	8	4	43.38	27.73	15.65	75.00	72.73	2.27
IND000000AAQ -> IND700028AAB | Carting	IND000000AAQ	IND700028AAB	Carting	2018-10-01	4	2	35.25	NULL	NULL	100.00	NULL	NULL
IND000000AAS -> IND783370AAC | FTL	IND000000AAS	IND783370AAC	FTL	2018-09-10	2	1	25.5	NULL	NULL	50.00	NULL	NULL
IND000000AAS -> IND783370AAC | FTL	IND000000AAS	IND783370AAC	FTL	2018-09-17	10	5	17.6	25.5	-7.9	40.00	50.00	-10.00
IND000000AAS -> IND783370AAC | FTL	IND000000AAS	IND783370AAC	FTL	2018-09-24	6	3	10.17	17.6	-7.43	0.00	40.00	-40.00
IND000000AAZ -> IND444203AAA | FTL	IND000000AAZ	IND444203AAA	FTL	2018-09-10	3	1	70	NULL	NULL	100.00	NULL	NULL
IND000000AAZ -> IND444303AAA | FTL	IND000000AAZ	IND444303AAA	FTL	2018-09-24	2	1	45.5	NULL	NULL	100.00	NULL	NULL
IND000000ABA -> IND683565AAA | Carting	IND000000ABA	IND683565AAA	Carting	2018-09-17	3	3	0.67	NULL	NULL	0.00	NULL	NULL
IND000000ABA -> IND683565AAA | Carting	IND000000ABA	IND683565AAA	Carting	2018-09-24	5	4	17.6	0.67	16.93	60.00	0.00	60.00
IND000000ABD -> IND562132AAA | FTL	IND000000ABD	IND562132AAA	FTL	2018-09-10	40	4	31.42	NULL	NULL	20.00	NULL	NULL
IND000000ABD -> IND562132AAA | FTL	IND000000ABD	IND562132AAA	FTL	2018-09-17	78	6	15.82	31.42	-15.6	14.10	20.00	-5.90
IND000000ABD -> IND562132AAA | FTL	IND000000ABD	IND562132AAA	FTL	2018-09-24	26	2	17.92	15.82	2.1	19.23	14.10	5.13
IND000000ABG -> IND501359AAF | Carting	IND000000ABG	IND501359AAF	Carting	2018-09-10	6	2	60.67	NULL	NULL	66.67	NULL	NULL
IND000000ABG -> IND501359AAF | Carting	IND000000ABG	IND501359AAF	Carting	2018-09-17	17	5	50.65	60.67	-10.02	52.94	66.67	-13.73
IND000000ABG -> IND501359AAF | Carting	IND000000ABG	IND501359AAF	Carting	2018-09-24	14	4	43.79	50.65	-6.86	50.00	52.94	-2.94
IND000000ACA -> IND140406AAA | FTL	IND000000ACA	IND140406AAA	FTL	2018-09-17	6	2	9.33	NULL	NULL	33.33	NULL	NULL
IND000000ACA -> IND142001AAB | FTL	IND000000ACA	IND142001AAB	FTL	2018-09-10	16	4	8.19	NULL	NULL	6.25	NULL	NULL
IND000000ACA -> IND142001AAB | FTL	IND000000ACA	IND142001AAB	FTL	2018-09-17	8	2	9.62	8.19	1.43	12.50	6.25	6.25
IND000000ACA -> IND142001AAB | FTL	IND000000ACA	IND142001AAB	FTL	2018-09-24	12	3	8.58	9.62	-1.04	16.67	12.50	4.17
IND000000ACA -> IND142401AAA | FTL	IND000000ACA	IND142401AAA	FTL	2018-09-10	4	2	13.5	NULL	NULL	75.00	NULL	NULL
IND000000ACA -> IND142401AAA | FTL	IND000000ACA	IND142401AAA	FTL	2018-09-17	8	4	24.75	13.5	11.25	50.00	75.00	-25.00
IND000000ACA -> IND142401AAA | FTL	IND000000ACA	IND142401AAA	FTL	2018-09-24	6	3	8.17	24.75	-16.58	50.00	50.00	0.00
IND000000ACA -> IND142401AAA | FTL	IND000000ACA	IND142401AAA	FTL	2018-10-01	6	3	8	8.17	-0.17	50.00	50.00	0.00
IND000000ACA -> IND143001AAA | FTL	IND000000ACA	IND143001AAA	FTL	2018-09-17	7	1	11.14	NULL	NULL	14.29	NULL	NULL
IND000000ACA -> IND144001AAB | FTL	IND000000ACA	IND144001AAB	FTL	2018-09-10	15	5	14.8	NULL	NULL	33.33	NULL	NULL
IND000000ACA -> IND144001AAB | FTL	IND000000ACA	IND144001AAB	FTL	2018-09-17	18	6	11.72	14.8	-3.08	5.56	33.33	-27.77
IND000000ACA -> IND144001AAB | FTL	IND000000ACA	IND144001AAB	FTL	2018-09-24	12	4	9.33	11.72	-2.39	0.00	5.56	-5.56
IND000000ACA -> IND144001AAB | FTL	IND000000ACA	IND144001AAB	FTL	2018-10-01	6	2	10.33	9.33	1	0.00	0.00	0.00
IND000000ACA -> IND144514AAA | FTL	IND000000ACA	IND144514AAA	FTL	2018-09-10	8	4	62.5	NULL	NULL	50.00	NULL	NULL
IND000000ACA -> IND144514AAA | FTL	IND000000ACA	IND144514AAA	FTL	2018-09-17	10	5	14.8	62.5	-47.7	10.00	50.00	-40.00
IND000000ACA -> IND144514AAA | FTL	IND000000ACA	IND144514AAA	FTL	2018-09-24	6	3	26.5	14.8	11.7	33.33	10.00	23.33
IND000000ACA -> IND147301AAA | FTL	IND000000ACA	IND147301AAA	FTL	2018-09-10	2	1	40	NULL	NULL	100.00	NULL	NULL
IND000000ACA -> IND147301AAA | FTL	IND000000ACA	IND147301AAA	FTL	2018-09-24	4	2	9.25	40	-30.75	25.00	100.00	-75.00
IND000000ACA -> IND152026AAA | FTL	IND000000ACA	IND152026AAA	FTL	2018-09-10	7	1	8.71	NULL	NULL	14.29	NULL	NULL
IND000000ACA -> IND160002AAC | Carting	IND000000ACA	IND160002AAC	Carting	2018-09-17	10	1	4.6	NULL	NULL	0.00	NULL	NULL
IND000000ACA -> IND160002AAC | FTL	IND000000ACA	IND160002AAC	FTL	2018-09-10	83	21	18.23	NULL	NULL	44.58	NULL	NULL
IND000000ACA -> IND160002AAC | FTL	IND000000ACA	IND160002AAC	FTL	2018-09-17	127	32	18.24	18.23	0.01	38.58	44.58	-6.00
IND000000ACA -> IND160002AAC | FTL	IND000000ACA	IND160002AAC	FTL	2018-09-24	44	11	17.02	18.24	-1.22	29.55	38.58	-9.03
IND000000ACA -> IND160002AAC | FTL	IND000000ACA	IND160002AAC	FTL	2018-10-01	24	6	17.17	17.02	0.15	45.83	29.55	16.28
IND000000ACB -> IND000000AEL | Carting	IND000000ACB	IND000000AEL	Carting	2018-09-10	71	12	13.75	NULL	NULL	42.25	NULL	NULL
IND000000ACB -> IND000000AEL | Carting	IND000000ACB	IND000000AEL	Carting	2018-09-17	24	4	7.96	13.75	-5.79	33.33	42.25	-8.92
IND000000ACB -> IND000000AEL | Carting	IND000000ACB	IND000000AEL	Carting	2018-09-24	30	5	16	7.96	8.04	20.00	33.33	-13.33
IND000000ACB -> IND000000AEL | Carting	IND000000ACB	IND000000AEL	Carting	2018-10-01	12	2	4.17	16	-11.83	16.67	20.00	-3.33
IND000000ACB -> IND110024AAA | Carting	IND000000ACB	IND110024AAA	Carting	2018-09-10	18	3	9.78	NULL	NULL	50.00	NULL	NULL
IND000000ACB -> IND110024AAA | Carting	IND000000ACB	IND110024AAA	Carting	2018-09-17	18	3	12.11	9.78	2.33	38.89	50.00	-11.11
IND000000ACB -> IND110030AAD | Carting	IND000000ACB	IND110030AAD	Carting	2018-09-10	59	12	9.92	NULL	NULL	32.20	NULL	NULL
IND000000ACB -> IND110030AAD | Carting	IND000000ACB	IND110030AAD	Carting	2018-09-17	34	7	8.09	9.92	-1.83	20.59	32.20	-11.61
IND000000ACB -> IND110030AAD | Carting	IND000000ACB	IND110030AAD	Carting	2018-09-24	26	6	12.5	8.09	4.41	34.62	20.59	14.03
IND000000ACB -> IND110030AAD | Carting	IND000000ACB	IND110030AAD	Carting	2018-10-01	14	3	4.71	12.5	-7.79	14.29	34.62	-20.33
IND000000ACB -> IND110037AAK | Carting	IND000000ACB	IND110037AAK	Carting	2018-09-10	36	9	10.47	NULL	NULL	36.11	NULL	NULL
IND000000ACB -> IND110037AAK | Carting	IND000000ACB	IND110037AAK	Carting	2018-09-17	50	12	6.16	10.47	-4.31	30.00	36.11	-6.11
IND000000ACB -> IND110037AAK | Carting	IND000000ACB	IND110037AAK	Carting	2018-09-24	52	13	7.83	6.16	1.67	26.92	30.00	-3.08
IND000000ACB -> IND110037AAK | Carting	IND000000ACB	IND110037AAK	Carting	2018-10-01	20	5	54.25	7.83	46.42	45.00	26.92	18.08
IND000000ACB -> IND110043AAA | Carting	IND000000ACB	IND110043AAA	Carting	2018-09-10	15	4	15.2	NULL	NULL	46.67	NULL	NULL
IND000000ACB -> IND110043AAA | Carting	IND000000ACB	IND110043AAA	Carting	2018-09-17	12	3	10.42	15.2	-4.78	41.67	46.67	-5.00
IND000000ACB -> IND110043AAA | Carting	IND000000ACB	IND110043AAA	Carting	2018-09-24	28	7	10.04	10.42	-0.38	25.00	41.67	-16.67
IND000000ACB -> IND110043AAA | Carting	IND000000ACB	IND110043AAA	Carting	2018-10-01	12	3	6.17	10.04	-3.87	25.00	25.00	0.00
IND000000ACB -> IND110043AAC | Carting	IND000000ACB	IND110043AAC	Carting	2018-09-10	35	7	10.77	NULL	NULL	25.71	NULL	NULL
IND000000ACB -> IND110043AAC | Carting	IND000000ACB	IND110043AAC	Carting	2018-09-17	10	2	5.8	10.77	-4.97	20.00	25.71	-5.71
IND000000ACB -> IND110052AAA | Carting	IND000000ACB	IND110052AAA	Carting	2018-09-10	14	2	4.79	NULL	NULL	14.29	NULL	NULL
IND000000ACB -> IND110064AAA | Carting	IND000000ACB	IND110064AAA	Carting	2018-09-10	78	13	7.91	NULL	NULL	26.92	NULL	NULL
IND000000ACB -> IND110064AAA | Carting	IND000000ACB	IND110064AAA	Carting	2018-09-17	126	21	6.37	7.91	-1.54	20.63	26.92	-6.29
IND000000ACB -> IND110064AAA | Carting	IND000000ACB	IND110064AAA	Carting	2018-09-24	58	10	6.98	6.37	0.61	27.59	20.63	6.96
IND000000ACB -> IND110064AAA | Carting	IND000000ACB	IND110064AAA	Carting	2018-10-01	24	4	5.62	6.98	-1.36	16.67	27.59	-10.92
IND000000ACB -> IND110085AAB | Carting	IND000000ACB	IND110085AAB	Carting	2018-09-10	84	12	8.46	NULL	NULL	20.24	NULL	NULL
IND000000ACB -> IND110085AAB | Carting	IND000000ACB	IND110085AAB	Carting	2018-09-17	33	5	5.27	8.46	-3.19	12.12	20.24	-8.12
IND000000ACB -> IND110085AAB | Carting	IND000000ACB	IND110085AAB	Carting	2018-09-24	34	5	6.79	5.27	1.52	11.76	12.12	-0.36
IND000000ACB -> IND110085AAB | Carting	IND000000ACB	IND110085AAB	Carting	2018-10-01	14	2	3.64	6.79	-3.15	21.43	11.76	9.67
IND000000ACB -> IND110092AAC | Carting	IND000000ACB	IND110092AAC	Carting	2018-09-10	35	5	6.06	NULL	NULL	28.57	NULL	NULL
IND000000ACB -> IND110095AAB | Carting	IND000000ACB	IND110095AAB	Carting	2018-09-10	60	8	9.72	NULL	NULL	31.67	NULL	NULL
IND000000ACB -> IND110095AAB | Carting	IND000000ACB	IND110095AAB	Carting	2018-09-17	97	13	14.55	9.72	4.83	32.99	31.67	1.32
IND000000ACB -> IND110095AAB | Carting	IND000000ACB	IND110095AAB	Carting	2018-09-24	87	12	11.77	14.55	-2.78	31.03	32.99	-1.96
IND000000ACB -> IND110095AAB | Carting	IND000000ACB	IND110095AAB	Carting	2018-10-01	22	3	17.86	11.77	6.09	27.27	31.03	-3.76
IND000000ACB -> IND121002AAB | Carting	IND000000ACB	IND121002AAB	Carting	2018-09-10	78	13	14.58	NULL	NULL	37.18	NULL	NULL
IND000000ACB -> IND121002AAB | Carting	IND000000ACB	IND121002AAB	Carting	2018-09-17	114	19	10.65	14.58	-3.93	35.96	37.18	-1.22
IND000000ACB -> IND121002AAB | Carting	IND000000ACB	IND121002AAB	Carting	2018-09-24	97	17	12.62	10.65	1.97	39.18	35.96	3.22
IND000000ACB -> IND121002AAB | Carting	IND000000ACB	IND121002AAB	Carting	2018-10-01	46	8	8.15	12.62	-4.47	28.26	39.18	-10.92
IND000000ACB -> IND121004AAB | Carting	IND000000ACB	IND121004AAB	Carting	2018-09-10	58	10	12.29	NULL	NULL	43.10	NULL	NULL
IND000000ACB -> IND121004AAB | Carting	IND000000ACB	IND121004AAB	Carting	2018-09-17	59	10	9.31	12.29	-2.98	30.51	43.10	-12.59
IND000000ACB -> IND121004AAB | Carting	IND000000ACB	IND121004AAB	Carting	2018-09-24	53	9	7.91	9.31	-1.4	26.42	30.51	-4.09
IND000000ACB -> IND121004AAB | Carting	IND000000ACB	IND121004AAB	Carting	2018-10-01	11	2	9.09	7.91	1.18	18.18	26.42	-8.24
IND000000ACB -> IND122001AAA | Carting	IND000000ACB	IND122001AAA	Carting	2018-09-10	51	13	9.75	NULL	NULL	23.53	NULL	NULL
IND000000ACB -> IND122001AAA | Carting	IND000000ACB	IND122001AAA	Carting	2018-09-17	68	18	8.26	9.75	-1.49	26.47	23.53	2.94
IND000000ACB -> IND122001AAA | Carting	IND000000ACB	IND122001AAA	Carting	2018-09-24	70	18	6.51	8.26	-1.75	31.43	26.47	4.96
IND000000ACB -> IND122001AAA | Carting	IND000000ACB	IND122001AAA	Carting	2018-10-01	31	8	4.71	6.51	-1.8	25.81	31.43	-5.62
IND000000ACB -> IND122015AAC | Carting	IND000000ACB	IND122015AAC	Carting	2018-09-17	8	2	12.25	NULL	NULL	37.50	NULL	NULL
IND000000ACB -> IND124103AAA | FTL	IND000000ACB	IND124103AAA	FTL	2018-09-10	6	3	14.83	NULL	NULL	0.00	NULL	NULL
IND000000ACB -> IND124103AAA | FTL	IND000000ACB	IND124103AAA	FTL	2018-09-17	13	6	18.46	14.83	3.63	23.08	0.00	23.08
IND000000ACB -> IND124103AAA | FTL	IND000000ACB	IND124103AAA	FTL	2018-09-24	8	4	25.88	18.46	7.42	62.50	23.08	39.42
IND000000ACB -> IND124112AAA | FTL	IND000000ACB	IND124112AAA	FTL	2018-09-10	10	2	14.5	NULL	NULL	20.00	NULL	NULL
IND000000ACB -> IND124112AAA | FTL	IND000000ACB	IND124112AAA	FTL	2018-09-17	10	2	20.9	14.5	6.4	20.00	20.00	0.00
IND000000ACB -> IND124112AAA | FTL	IND000000ACB	IND124112AAA	FTL	2018-09-24	5	1	29	20.9	8.1	20.00	20.00	0.00
IND000000ACB -> IND124112AAA | FTL	IND000000ACB	IND124112AAA	FTL	2018-10-01	10	2	16.7	29	-12.3	30.00	20.00	10.00
IND000000ACB -> IND125001AAA | FTL	IND000000ACB	IND125001AAA	FTL	2018-09-10	14	2	23.64	NULL	NULL	42.86	NULL	NULL
IND000000ACB -> IND125001AAA | FTL	IND000000ACB	IND125001AAA	FTL	2018-09-17	63	9	17.03	23.64	-6.61	30.16	42.86	-12.70
IND000000ACB -> IND125001AAA | FTL	IND000000ACB	IND125001AAA	FTL	2018-09-24	28	4	22.79	17.03	5.76	35.71	30.16	5.55
IND000000ACB -> IND125005AAA | FTL	IND000000ACB	IND125005AAA	FTL	2018-09-10	28	4	16	NULL	NULL	28.57	NULL	NULL
IND000000ACB -> IND125033AAA | FTL	IND000000ACB	IND125033AAA	FTL	2018-09-10	6	1	21.17	NULL	NULL	33.33	NULL	NULL
IND000000ACB -> IND125033AAA | FTL	IND000000ACB	IND125033AAA	FTL	2018-09-17	6	1	29.33	21.17	8.16	33.33	33.33	0.00
IND000000ACB -> IND127021AAA | FTL	IND000000ACB	IND127021AAA	FTL	2018-09-10	5	1	14.4	NULL	NULL	40.00	NULL	NULL
IND000000ACB -> IND127021AAA | FTL	IND000000ACB	IND127021AAA	FTL	2018-10-01	5	1	18.8	14.4	4.4	60.00	40.00	20.00
IND000000ACB -> IND131028AAB | Carting	IND000000ACB	IND131028AAB	Carting	2018-09-10	203	25	13.02	NULL	NULL	40.89	NULL	NULL
IND000000ACB -> IND131028AAB | Carting	IND000000ACB	IND131028AAB	Carting	2018-09-17	290	36	9.35	13.02	-3.67	18.97	40.89	-21.92
IND000000ACB -> IND131028AAB | Carting	IND000000ACB	IND131028AAB	Carting	2018-09-24	191	24	9.1	9.35	-0.25	20.94	18.97	1.97
IND000000ACB -> IND131028AAB | Carting	IND000000ACB	IND131028AAB	Carting	2018-10-01	56	7	11.89	9.1	2.79	23.21	20.94	2.27
IND000000ACB -> IND160002AAC | FTL	IND000000ACB	IND160002AAC	FTL	2018-09-10	148	13	26.73	NULL	NULL	28.38	NULL	NULL
IND000000ACB -> IND160002AAC | FTL	IND000000ACB	IND160002AAC	FTL	2018-09-17	226	20	31.44	26.73	4.71	37.17	28.38	8.79
IND000000ACB -> IND160002AAC | FTL	IND000000ACB	IND160002AAC	FTL	2018-09-24	191	17	23	31.44	-8.44	35.60	37.17	-1.57
IND000000ACB -> IND160002AAC | FTL	IND000000ACB	IND160002AAC	FTL	2018-10-01	91	8	23.97	23	0.97	34.07	35.60	-1.53
IND000000ACB -> IND201001AAC | Carting	IND000000ACB	IND201001AAC	Carting	2018-09-24	9	1	7.11	NULL	NULL	0.00	NULL	NULL
IND000000ACB -> IND201001AAC | Carting	IND000000ACB	IND201001AAC	Carting	2018-10-01	27	3	5.07	7.11	-2.04	0.00	0.00	0.00
IND000000ACB -> IND201007AAA | Carting	IND000000ACB	IND201007AAA	Carting	2018-09-10	63	9	5.86	NULL	NULL	12.70	NULL	NULL
IND000000ACB -> IND201301AAF | Carting	IND000000ACB	IND201301AAF	Carting	2018-09-10	62	9	7.19	NULL	NULL	22.58	NULL	NULL
IND000000ACB -> IND201301AAM | Carting	IND000000ACB	IND201301AAM	Carting	2018-09-10	106	14	13.62	NULL	NULL	32.08	NULL	NULL
IND000000ACB -> IND201301AAM | Carting	IND000000ACB	IND201301AAM	Carting	2018-09-17	94	12	12.95	13.62	-0.67	34.04	32.08	1.96
IND000000ACB -> IND201301AAM | Carting	IND000000ACB	IND201301AAM	Carting	2018-09-24	64	8	9.22	12.95	-3.73	15.63	34.04	-18.41
IND000000ACB -> IND201301AAM | Carting	IND000000ACB	IND201301AAM	Carting	2018-10-01	40	5	12.75	9.22	3.53	20.00	15.63	4.37
IND000000ACB -> IND209304AAA | FTL	IND000000ACB	IND209304AAA	FTL	2018-09-10	54	3	21.65	NULL	NULL	44.44	NULL	NULL
IND000000ACB -> IND209304AAA | FTL	IND000000ACB	IND209304AAA	FTL	2018-09-17	89	5	22.65	21.65	1	40.45	44.44	-3.99
IND000000ACB -> IND209304AAA | FTL	IND000000ACB	IND209304AAA	FTL	2018-09-24	90	5	21.83	22.65	-0.82	45.56	40.45	5.11
IND000000ACB -> IND209304AAA | FTL	IND000000ACB	IND209304AAA	FTL	2018-10-01	36	2	21.22	21.83	-0.61	41.67	45.56	-3.89
IND000000ACB -> IND282002AAD | FTL	IND000000ACB	IND282002AAD	FTL	2018-09-24	56	7	16.43	NULL	NULL	33.93	NULL	NULL
IND000000ACB -> IND282002AAD | FTL	IND000000ACB	IND282002AAD	FTL	2018-10-01	16	2	18.56	16.43	2.13	12.50	33.93	-21.43
IND000000ACB -> IND301001AAB | FTL	IND000000ACB	IND301001AAB	FTL	2018-09-10	12	3	15.25	NULL	NULL	16.67	NULL	NULL
IND000000ACB -> IND301001AAB | FTL	IND000000ACB	IND301001AAB	FTL	2018-09-17	12	3	7.42	15.25	-7.83	8.33	16.67	-8.34
IND000000ACB -> IND301705AAA | FTL	IND000000ACB	IND301705AAA	FTL	2018-09-10	3	1	51	NULL	NULL	66.67	NULL	NULL
IND000000ACB -> IND302014AAA | FTL	IND000000ACB	IND302014AAA	FTL	2018-09-10	81	9	14.01	NULL	NULL	19.75	NULL	NULL
IND000000ACB -> IND302014AAA | FTL	IND000000ACB	IND302014AAA	FTL	2018-09-17	117	13	15.44	14.01	1.43	23.93	19.75	4.18
IND000000ACB -> IND302014AAA | FTL	IND000000ACB	IND302014AAA	FTL	2018-09-24	45	5	12.58	15.44	-2.86	20.00	23.93	-3.93
IND000000ACB -> IND302014AAA | FTL	IND000000ACB	IND302014AAA	FTL	2018-10-01	27	3	11.15	12.58	-1.43	18.52	20.00	-1.48
IND000000ACB -> IND302022AAD | FTL	IND000000ACB	IND302022AAD	FTL	2018-09-10	45	5	9.51	NULL	NULL	6.67	NULL	NULL
IND000000ACB -> IND302022AAD | FTL	IND000000ACB	IND302022AAD	FTL	2018-09-17	53	6	11.15	9.51	1.64	7.55	6.67	0.88
IND000000ACB -> IND302022AAD | FTL	IND000000ACB	IND302022AAD	FTL	2018-09-24	54	6	17.5	11.15	6.35	14.81	7.55	7.26
IND000000ACB -> IND302022AAD | FTL	IND000000ACB	IND302022AAD	FTL	2018-10-01	27	3	9.85	17.5	-7.65	14.81	14.81	0.00
IND000000ACB -> IND328001AAA | FTL	IND000000ACB	IND328001AAA	FTL	2018-09-10	20	2	14.6	NULL	NULL	25.00	NULL	NULL
IND000000ACB -> IND328001AAA | FTL	IND000000ACB	IND328001AAA	FTL	2018-09-17	30	3	12.67	14.6	-1.93	36.67	25.00	11.67
IND000000ACB -> IND382430AAB | FTL	IND000000ACB	IND382430AAB	FTL	2018-09-10	136	4	13.84	NULL	NULL	18.38	NULL	NULL
IND000000ACB -> IND382430AAB | FTL	IND000000ACB	IND382430AAB	FTL	2018-09-17	234	7	16.07	13.84	2.23	23.93	18.38	5.55
IND000000ACB -> IND382430AAB | FTL	IND000000ACB	IND382430AAB	FTL	2018-09-24	152	5	17.72	16.07	1.65	23.03	23.93	-0.90
IND000000ACB -> IND382430AAB | FTL	IND000000ACB	IND382430AAB	FTL	2018-10-01	34	1	13.65	17.72	-4.07	17.65	23.03	-5.38
IND000000ACB -> IND390022AAA | FTL	IND000000ACB	IND390022AAA	FTL	2018-09-10	175	5	15.96	NULL	NULL	20.57	NULL	NULL
IND000000ACB -> IND390022AAA | FTL	IND000000ACB	IND390022AAA	FTL	2018-09-17	35	1	13.97	15.96	-1.99	25.71	20.57	5.14
IND000000ACB -> IND390022AAA | FTL	IND000000ACB	IND390022AAA	FTL	2018-09-24	140	4	14.18	13.97	0.21	20.71	25.71	-5.00
IND000000ACB -> IND390022AAA | FTL	IND000000ACB	IND390022AAA	FTL	2018-10-01	35	1	11.4	14.18	-2.78	14.29	20.71	-6.42
IND000000ACB -> IND411033AAA | FTL	IND000000ACB	IND411033AAA	FTL	2018-09-10	255	5	14.23	NULL	NULL	19.22	NULL	NULL
IND000000ACB -> IND411033AAA | FTL	IND000000ACB	IND411033AAA	FTL	2018-09-17	355	7	13.49	14.23	-0.74	19.15	19.22	-0.07
IND000000ACB -> IND411033AAA | FTL	IND000000ACB	IND411033AAA	FTL	2018-09-24	357	7	13.35	13.49	-0.14	17.93	19.15	-1.22
IND000000ACB -> IND411033AAA | FTL	IND000000ACB	IND411033AAA	FTL	2018-10-01	153	3	13.69	13.35	0.34	20.26	17.93	2.33
IND000000ACB -> IND421302AAG | FTL	IND000000ACB	IND421302AAG	FTL	2018-09-10	492	10	17.22	NULL	NULL	22.15	NULL	NULL
IND000000ACB -> IND421302AAG | FTL	IND000000ACB	IND421302AAG	FTL	2018-09-17	536	11	16.68	17.22	-0.54	23.13	22.15	0.98
IND000000ACB -> IND421302AAG | FTL	IND000000ACB	IND421302AAG	FTL	2018-09-24	343	7	19.45	16.68	2.77	21.57	23.13	-1.56
IND000000ACB -> IND421302AAG | FTL	IND000000ACB	IND421302AAG	FTL	2018-10-01	245	5	14.79	19.45	-4.66	21.22	21.57	-0.35
IND000000ACB -> IND462022AAA | FTL	IND000000ACB	IND462022AAA	FTL	2018-09-10	100	4	14.07	NULL	NULL	15.00	NULL	NULL
IND000000ACB -> IND462022AAA | FTL	IND000000ACB	IND462022AAA	FTL	2018-09-17	126	5	16.33	14.07	2.26	16.67	15.00	1.67
IND000000ACB -> IND462022AAA | FTL	IND000000ACB	IND462022AAA	FTL	2018-09-24	154	6	15.25	16.33	-1.08	17.53	16.67	0.86
IND000000ACB -> IND462022AAA | FTL	IND000000ACB	IND462022AAA	FTL	2018-10-01	78	3	13.62	15.25	-1.63	15.38	17.53	-2.15
IND000000ACB -> IND474003AAA | FTL	IND000000ACB	IND474003AAA	FTL	2018-09-17	13	2	126.85	NULL	NULL	38.46	NULL	NULL
IND000000ACB -> IND501359AAE | FTL	IND000000ACB	IND501359AAE	FTL	2018-09-10	389	7	19.45	NULL	NULL	30.33	NULL	NULL
IND000000ACB -> IND501359AAE | FTL	IND000000ACB	IND501359AAE	FTL	2018-09-17	452	8	19.46	19.45	0.01	25.88	30.33	-4.45
IND000000ACB -> IND501359AAE | FTL	IND000000ACB	IND501359AAE	FTL	2018-09-24	740	13	18.6	19.46	-0.86	30.68	25.88	4.80
IND000000ACB -> IND501359AAE | FTL	IND000000ACB	IND501359AAE	FTL	2018-10-01	57	1	18.12	18.6	-0.48	29.82	30.68	-0.86
IND000000ACB -> IND521225AAB | FTL	IND000000ACB	IND521225AAB	FTL	2018-09-10	58	1	18.17	NULL	NULL	20.69	NULL	NULL
IND000000ACB -> IND521225AAB | FTL	IND000000ACB	IND521225AAB	FTL	2018-09-17	62	1	19.18	18.17	1.01	22.58	20.69	1.89
IND000000ACB -> IND521225AAB | FTL	IND000000ACB	IND521225AAB	FTL	2018-09-24	375	6	17.14	19.18	-2.04	23.20	22.58	0.62
IND000000ACB -> IND521225AAB | FTL	IND000000ACB	IND521225AAB	FTL	2018-10-01	187	3	16.25	17.14	-0.89	24.06	23.20	0.86
IND000000ACB -> IND562132AAA | FTL	IND000000ACB	IND562132AAA	FTL	2018-09-10	1063	14	16.72	NULL	NULL	22.39	NULL	NULL
IND000000ACB -> IND562132AAA | FTL	IND000000ACB	IND562132AAA	FTL	2018-09-17	1607	21	15.62	16.72	-1.1	21.41	22.39	-0.98
IND000000ACB -> IND562132AAA | FTL	IND000000ACB	IND562132AAA	FTL	2018-09-24	1531	21	16.44	15.62	0.82	23.32	21.41	1.91
IND000000ACB -> IND562132AAA | FTL	IND000000ACB	IND562132AAA	FTL	2018-10-01	769	10	16.73	16.44	0.29	21.72	23.32	-1.60
IND000000ACB -> IND600056AAB | FTL	IND000000ACB	IND600056AAB	FTL	2018-09-10	237	3	16.1	NULL	NULL	24.05	NULL	NULL
IND000000ACB -> IND600056AAB | FTL	IND000000ACB	IND600056AAB	FTL	2018-09-17	382	6	25.6	16.1	9.5	24.61	24.05	0.56
IND000000ACB -> IND600056AAB | FTL	IND000000ACB	IND600056AAB	FTL	2018-09-24	237	3	16.01	25.6	-9.59	22.36	24.61	-2.25
IND000000ACB -> IND600056AAB | FTL	IND000000ACB	IND600056AAB	FTL	2018-10-01	158	2	15.27	16.01	-0.74	18.99	22.36	-3.37
IND000000ACB -> IND712311AAA | FTL	IND000000ACB	IND712311AAA	FTL	2018-09-10	705	12	17.36	NULL	NULL	24.54	NULL	NULL
IND000000ACB -> IND712311AAA | FTL	IND000000ACB	IND712311AAA	FTL	2018-09-17	942	16	20.94	17.36	3.58	26.11	24.54	1.57
IND000000ACB -> IND712311AAA | FTL	IND000000ACB	IND712311AAA	FTL	2018-09-24	829	14	16.21	20.94	-4.73	24.00	26.11	-2.11
IND000000ACB -> IND712311AAA | FTL	IND000000ACB	IND712311AAA	FTL	2018-10-01	355	6	16.73	16.21	0.52	27.61	24.00	3.61
IND000000ACB -> IND751002AAB | FTL	IND000000ACB	IND751002AAB	FTL	2018-09-10	280	5	16.5	NULL	NULL	20.71	NULL	NULL
IND000000ACB -> IND751002AAB | FTL	IND000000ACB	IND751002AAB	FTL	2018-09-17	399	7	19.5	16.5	3	27.57	20.71	6.86
