lane_id	source_center	destination_center	route_type	week_start	segment_count	trip_count	avg_delay_minutes	prior_week_avg_delay_minutes	wow_avg_delay_change_minutes	sla_breach_rate_pct	prior_week_sla_breach_rate_pct	wow_sla_breach_rate_change_pct
IND733134AAA -> IND733129AAB | Carting	IND733134AAA	IND733129AAB	Carting	2018-09-17	2	1	6	NULL	NULL	0.00	NULL	NULL
IND733134AAA -> IND733129AAB | Carting	IND733134AAA	IND733129AAB	Carting	2018-09-24	2	1	5.5	6	-0.5	0.00	0.00	0.00
IND733134AAA -> IND733129AAB | Carting	IND733134AAA	IND733129AAB	Carting	2018-10-01	3	1	3.67	5.5	-1.83	0.00	0.00	0.00
IND733140AAA -> IND732103AAA | FTL	IND733140AAA	IND732103AAA	FTL	2018-09-10	3	1	34	NULL	NULL	100.00	NULL	NULL
IND733140AAA -> IND733102AAA | Carting	IND733140AAA	IND733102AAA	Carting	2018-09-17	9	3	7.56	NULL	NULL	33.33	NULL	NULL
IND733140AAA -> IND733102AAA | Carting	IND733140AAA	IND733102AAA	Carting	2018-09-24	11	4	9.09	7.56	1.53	36.36	33.33	3.03
IND733140AAA -> IND733102AAA | Carting	IND733140AAA	IND733102AAA	Carting	2018-10-01	3	1	5	9.09	-4.09	33.33	36.36	-3.03
IND733140AAA -> IND733102AAA | FTL	IND733140AAA	IND733102AAA	FTL	2018-09-10	1	1	12	NULL	NULL	0.00	NULL	NULL
IND733201AAA -> IND733202AAB | FTL	IND733201AAA	IND733202AAB	FTL	2018-09-17	3	1	12	NULL	NULL	33.33	NULL	NULL
IND733202AAB -> IND733210AAA | FTL	IND733202AAB	IND733210AAA	FTL	2018-09-17	1	1	10	NULL	NULL	0.00	NULL	NULL
IND733202AAC -> IND733210AAA | FTL	IND733202AAC	IND733210AAA	FTL	2018-10-01	1	1	30	NULL	NULL	100.00	NULL	NULL
IND734214AAB -> IND000000AFF | FTL	IND734214AAB	IND000000AFF	FTL	2018-09-10	3	3	78.33	NULL	NULL	100.00	NULL	NULL
IND735224AAA -> IND736146AAA | FTL	IND735224AAA	IND736146AAA	FTL	2018-09-10	9	3	7.67	NULL	NULL	11.11	NULL	NULL
IND735224AAA -> IND736146AAA | FTL	IND735224AAA	IND736146AAA	FTL	2018-09-17	11	4	9.27	7.67	1.6	18.18	11.11	7.07
IND735224AAA -> IND736146AAA | FTL	IND735224AAA	IND736146AAA	FTL	2018-09-24	3	1	12.33	9.27	3.06	33.33	18.18	15.15
IND736135AAA -> IND736101AAA | FTL	IND736135AAA	IND736101AAA	FTL	2018-09-10	2	2	23.5	NULL	NULL	50.00	NULL	NULL
IND736135AAA -> IND736101AAA | FTL	IND736135AAA	IND736101AAA	FTL	2018-09-17	4	4	25.5	23.5	2	75.00	50.00	25.00
IND736135AAA -> IND736165AAA | FTL	IND736135AAA	IND736165AAA	FTL	2018-09-10	4	2	29.25	NULL	NULL	100.00	NULL	NULL
IND736135AAA -> IND736165AAA | FTL	IND736135AAA	IND736165AAA	FTL	2018-09-17	4	2	26.25	29.25	-3	75.00	100.00	-25.00
IND736135AAA -> IND736165AAA | FTL	IND736135AAA	IND736165AAA	FTL	2018-09-24	2	1	32	26.25	5.75	100.00	75.00	25.00
IND736146AAA -> IND736135AAA | FTL	IND736146AAA	IND736135AAA	FTL	2018-09-10	4	2	19	NULL	NULL	50.00	NULL	NULL
IND736146AAA -> IND736135AAA | FTL	IND736146AAA	IND736135AAA	FTL	2018-09-17	10	5	18.2	19	-0.8	30.00	50.00	-20.00
IND736146AAA -> IND736135AAA | FTL	IND736146AAA	IND736135AAA	FTL	2018-09-24	2	1	28	18.2	9.8	50.00	30.00	20.00
IND741101AAB -> IND741502AAB | FTL	IND741101AAB	IND741502AAB	FTL	2018-09-24	1	1	20	NULL	NULL	100.00	NULL	NULL
IND741121AAA -> IND741201AAC | FTL	IND741121AAA	IND741201AAC	FTL	2018-10-01	1	1	34	NULL	NULL	100.00	NULL	NULL
IND741123AAB -> IND741126AAB | Carting	IND741123AAB	IND741126AAB	Carting	2018-09-10	12	4	16.08	NULL	NULL	66.67	NULL	NULL
IND741123AAB -> IND741126AAB | Carting	IND741123AAB	IND741126AAB	Carting	2018-09-17	13	5	18.38	16.08	2.3	69.23	66.67	2.56
IND741123AAB -> IND741126AAB | Carting	IND741123AAB	IND741126AAB	Carting	2018-09-24	18	6	14.94	18.38	-3.44	66.67	69.23	-2.56
IND741123AAB -> IND741126AAB | Carting	IND741123AAB	IND741126AAB	Carting	2018-10-01	9	3	17.78	14.94	2.84	66.67	66.67	0.00
IND741126AAB -> IND741156AAA | Carting	IND741126AAB	IND741156AAA	Carting	2018-09-10	10	4	11.3	NULL	NULL	100.00	NULL	NULL
IND741126AAB -> IND741156AAA | Carting	IND741126AAB	IND741156AAA	Carting	2018-09-17	15	6	10.53	11.3	-0.77	86.67	100.00	-13.33
IND741126AAB -> IND741156AAA | Carting	IND741126AAB	IND741156AAA	Carting	2018-09-24	16	7	9.62	10.53	-0.91	62.50	86.67	-24.17
IND741126AAB -> IND741156AAA | Carting	IND741126AAB	IND741156AAA	Carting	2018-10-01	8	3	8.5	9.62	-1.12	75.00	62.50	12.50
IND741156AAA -> IND742101AAC | Carting	IND741156AAA	IND742101AAC	Carting	2018-09-10	19	4	10.95	NULL	NULL	73.68	NULL	NULL
IND741156AAA -> IND742101AAC | Carting	IND741156AAA	IND742101AAC	Carting	2018-09-17	17	4	18.65	10.95	7.7	82.35	73.68	8.67
IND741156AAA -> IND742102AAB | Carting	IND741156AAA	IND742102AAB	Carting	2018-09-17	15	3	11.4	NULL	NULL	66.67	NULL	NULL
IND741156AAA -> IND742102AAB | Carting	IND741156AAA	IND742102AAB	Carting	2018-09-24	34	7	17.41	11.4	6.01	73.53	66.67	6.86
IND741156AAA -> IND742102AAB | Carting	IND741156AAA	IND742102AAB	Carting	2018-10-01	15	3	14.2	17.41	-3.21	66.67	73.53	-6.86
IND741165AAB -> IND742121AAB | Carting	IND741165AAB	IND742121AAB	Carting	2018-09-10	6	3	20.5	NULL	NULL	50.00	NULL	NULL
IND741165AAB -> IND742121AAB | Carting	IND741165AAB	IND742121AAB	Carting	2018-09-17	6	3	17	20.5	-3.5	50.00	50.00	0.00
IND741165AAB -> IND742121AAB | Carting	IND741165AAB	IND742121AAB	Carting	2018-09-24	14	7	19.07	17	2.07	50.00	50.00	0.00
IND741165AAB -> IND742121AAB | Carting	IND741165AAB	IND742121AAB	Carting	2018-10-01	4	2	13	19.07	-6.07	50.00	50.00	0.00
IND741201AAC -> IND712311AAA | FTL	IND741201AAC	IND712311AAA	FTL	2018-09-24	3	3	816.67	NULL	NULL	100.00	NULL	NULL
IND741201AAC -> IND712311AAA | FTL	IND741201AAC	IND712311AAA	FTL	2018-10-01	1	1	783	816.67	-33.67	100.00	100.00	0.00
IND742101AAC -> IND712311AAA | FTL	IND742101AAC	IND712311AAA	FTL	2018-09-10	13	2	39.23	NULL	NULL	76.92	NULL	NULL
IND742101AAC -> IND712311AAA | FTL	IND742101AAC	IND712311AAA	FTL	2018-09-17	40	5	36.22	39.23	-3.01	67.50	76.92	-9.42
IND742101AAC -> IND713130AAA | Carting	IND742101AAC	IND713130AAA	Carting	2018-09-10	6	1	9	NULL	NULL	16.67	NULL	NULL
IND742101AAC -> IND713130AAA | Carting	IND742101AAC	IND713130AAA	Carting	2018-09-17	13	2	9.23	9	0.23	15.38	16.67	-1.29
IND742101AAC -> IND731237AAB | Carting	IND742101AAC	IND731237AAB	Carting	2018-09-10	16	4	12.75	NULL	NULL	75.00	NULL	NULL
IND742101AAC -> IND731237AAB | Carting	IND742101AAC	IND731237AAB	Carting	2018-09-17	12	3	13.83	12.75	1.08	66.67	75.00	-8.33
IND742101AAC -> IND741123AAB | Carting	IND742101AAC	IND741123AAB	Carting	2018-09-17	10	1	18.8	NULL	NULL	70.00	NULL	NULL
IND742101AAC -> IND742202AAA | FTL	IND742101AAC	IND742202AAA	FTL	2018-09-10	4	1	23	NULL	NULL	50.00	NULL	NULL
IND742101AAC -> IND742303AAB | Carting	IND742101AAC	IND742303AAB	Carting	2018-09-10	16	4	11.44	NULL	NULL	75.00	NULL	NULL
IND742101AAC -> IND742303AAB | Carting	IND742101AAC	IND742303AAB	Carting	2018-09-17	11	3	13	11.44	1.56	63.64	75.00	-11.36
IND742102AAB -> IND712311AAA | FTL	IND742102AAB	IND712311AAA	FTL	2018-09-17	16	2	40.75	NULL	NULL	81.25	NULL	NULL
IND742102AAB -> IND712311AAA | FTL	IND742102AAB	IND712311AAA	FTL	2018-09-24	16	2	27.88	40.75	-12.87	68.75	81.25	-12.50
IND742102AAB -> IND713130AAA | Carting	IND742102AAB	IND713130AAA	Carting	2018-09-17	21	3	13.76	NULL	NULL	38.10	NULL	NULL
IND742102AAB -> IND713130AAA | Carting	IND742102AAB	IND713130AAA	Carting	2018-09-24	44	7	15.98	13.76	2.22	43.18	38.10	5.08
IND742102AAB -> IND713130AAA | Carting	IND742102AAB	IND713130AAA	Carting	2018-10-01	19	3	12.74	15.98	-3.24	26.32	43.18	-16.86
IND742102AAB -> IND731237AAB | Carting	IND742102AAB	IND731237AAB	Carting	2018-09-17	12	3	20	NULL	NULL	83.33	NULL	NULL
IND742102AAB -> IND731237AAB | Carting	IND742102AAB	IND731237AAB	Carting	2018-09-24	24	6	13.5	20	-6.5	66.67	83.33	-16.66
IND742102AAB -> IND731237AAB | Carting	IND742102AAB	IND731237AAB	Carting	2018-10-01	8	2	14	13.5	0.5	75.00	66.67	8.33
IND742102AAB -> IND742121AAB | Carting	IND742102AAB	IND742121AAB	Carting	2018-10-01	4	1	67	NULL	NULL	75.00	NULL	NULL
IND742102AAB -> IND742303AAB | Carting	IND742102AAB	IND742303AAB	Carting	2018-09-17	11	3	10	NULL	NULL	63.64	NULL	NULL
IND742102AAB -> IND742303AAB | Carting	IND742102AAB	IND742303AAB	Carting	2018-09-24	26	7	7.77	10	-2.23	69.23	63.64	5.59
IND742102AAB -> IND742303AAB | Carting	IND742102AAB	IND742303AAB	Carting	2018-10-01	8	2	9.25	7.77	1.48	62.50	69.23	-6.73
IND742121AAA -> IND742101AAC | Carting	IND742121AAA	IND742101AAC	Carting	2018-09-10	3	2	104.33	NULL	NULL	100.00	NULL	NULL
IND742121AAA -> IND742101AAC | Carting	IND742121AAA	IND742101AAC	Carting	2018-09-17	8	4	25.62	104.33	-78.71	100.00	100.00	0.00
IND742121AAA -> IND742102AAB | Carting	IND742121AAA	IND742102AAB	Carting	2018-09-17	4	2	25.75	NULL	NULL	100.00	NULL	NULL
IND742121AAA -> IND742102AAB | Carting	IND742121AAA	IND742102AAB	Carting	2018-09-24	14	7	30.07	25.75	4.32	100.00	100.00	0.00
IND742121AAA -> IND742102AAB | Carting	IND742121AAA	IND742102AAB	Carting	2018-10-01	6	3	41.33	30.07	11.26	100.00	100.00	0.00
IND742121AAB -> IND742101AAC | Carting	IND742121AAB	IND742101AAC	Carting	2018-09-10	4	1	22	NULL	NULL	100.00	NULL	NULL
IND742121AAB -> IND742121AAA | Carting	IND742121AAB	IND742121AAA	Carting	2018-09-10	4	2	17	NULL	NULL	100.00	NULL	NULL
IND742121AAB -> IND742121AAA | Carting	IND742121AAB	IND742121AAA	Carting	2018-09-17	8	4	16.38	17	-0.62	100.00	100.00	0.00
IND742121AAB -> IND742121AAA | Carting	IND742121AAB	IND742121AAA	Carting	2018-09-24	14	7	13.93	16.38	-2.45	92.86	100.00	-7.14
IND742121AAB -> IND742121AAA | Carting	IND742121AAB	IND742121AAA	Carting	2018-10-01	6	3	14.33	13.93	0.4	100.00	92.86	7.14
IND742137AAA -> IND742401AAA | Carting	IND742137AAA	IND742401AAA	Carting	2018-09-10	9	3	11.44	NULL	NULL	66.67	NULL	NULL
IND742137AAA -> IND742401AAA | Carting	IND742137AAA	IND742401AAA	Carting	2018-09-24	3	1	23	11.44	11.56	66.67	66.67	0.00
IND742137AAA -> IND742401AAA | Carting	IND742137AAA	IND742401AAA	Carting	2018-10-01	6	2	14.17	23	-8.83	83.33	66.67	16.66
IND742147AAA -> IND742137AAA | Carting	IND742147AAA	IND742137AAA	Carting	2018-09-10	5	3	9.6	NULL	NULL	20.00	NULL	NULL
IND742148AAA -> IND742225AAA | Carting	IND742148AAA	IND742225AAA	Carting	2018-09-10	11	4	22.09	NULL	NULL	100.00	NULL	NULL
IND742148AAA -> IND742225AAA | Carting	IND742148AAA	IND742225AAA	Carting	2018-09-17	11	4	13.82	22.09	-8.27	100.00	100.00	0.00
IND742148AAA -> IND742225AAA | Carting	IND742148AAA	IND742225AAA	Carting	2018-09-24	15	5	11.8	13.82	-2.02	100.00	100.00	0.00
IND742148AAA -> IND742225AAA | Carting	IND742148AAA	IND742225AAA	Carting	2018-10-01	8	3	11.12	11.8	-0.68	100.00	100.00	0.00
IND742149AAA -> IND742148AAA | Carting	IND742149AAA	IND742148AAA	Carting	2018-09-10	12	4	12.67	NULL	NULL	83.33	NULL	NULL
IND742149AAA -> IND742148AAA | Carting	IND742149AAA	IND742148AAA	Carting	2018-09-17	12	4	10.75	12.67	-1.92	91.67	83.33	8.34
IND742149AAA -> IND742148AAA | Carting	IND742149AAA	IND742148AAA	Carting	2018-09-24	13	4	13.23	10.75	2.48	76.92	91.67	-14.75
IND742149AAA -> IND742148AAA | Carting	IND742149AAA	IND742148AAA	Carting	2018-10-01	7	2	14.29	13.23	1.06	71.43	76.92	-5.49
IND742149AAA -> IND742225AAA | Carting	IND742149AAA	IND742225AAA	Carting	2018-09-17	5	1	24.8	NULL	NULL	100.00	NULL	NULL
IND742202AAA -> IND712311AAA | FTL	IND742202AAA	IND712311AAA	FTL	2018-09-17	10	1	32.6	NULL	NULL	80.00	NULL	NULL
IND742202AAA -> IND712311AAA | FTL	IND742202AAA	IND712311AAA	FTL	2018-09-24	9	1	40	32.6	7.4	100.00	80.00	20.00
IND742202AAA -> IND732103AAA | FTL	IND742202AAA	IND732103AAA	FTL	2018-09-10	2	1	66.5	NULL	NULL	100.00	NULL	NULL
IND742223AAA -> IND742226AAA | Carting	IND742223AAA	IND742226AAA	Carting	2018-09-10	9	3	4.11	NULL	NULL	22.22	NULL	NULL
IND742223AAA -> IND742226AAA | Carting	IND742223AAA	IND742226AAA	Carting	2018-09-17	15	6	13.2	4.11	9.09	40.00	22.22	17.78
IND742223AAA -> IND742226AAA | Carting	IND742223AAA	IND742226AAA	Carting	2018-09-24	15	5	4.73	13.2	-8.47	26.67	40.00	-13.33
IND742223AAA -> IND742226AAA | Carting	IND742223AAA	IND742226AAA	Carting	2018-10-01	9	3	6.67	4.73	1.94	55.56	26.67	28.89
IND742225AAA -> IND742223AAA | Carting	IND742225AAA	IND742223AAA	Carting	2018-09-10	6	3	15.33	NULL	NULL	100.00	NULL	NULL
IND742225AAA -> IND742223AAA | Carting	IND742225AAA	IND742223AAA	Carting	2018-09-17	10	5	17.2	15.33	1.87	100.00	100.00	0.00
IND742225AAA -> IND742223AAA | Carting	IND742225AAA	IND742223AAA	Carting	2018-09-24	10	5	15.4	17.2	-1.8	100.00	100.00	0.00
IND742225AAA -> IND742223AAA | Carting	IND742225AAA	IND742223AAA	Carting	2018-10-01	6	3	14.83	15.4	-0.57	100.00	100.00	0.00
IND742226AAA -> IND742101AAC | Carting	IND742226AAA	IND742101AAC	Carting	2018-09-10	6	2	17	NULL	NULL	50.00	NULL	NULL
IND742226AAA -> IND742101AAC | Carting	IND742226AAA	IND742101AAC	Carting	2018-09-17	10	4	14.9	17	-2.1	30.00	50.00	-20.00
IND742226AAA -> IND742102AAB | Carting	IND742226AAA	IND742102AAB	Carting	2018-09-17	9	3	10.11	NULL	NULL	44.44	NULL	NULL
IND742226AAA -> IND742102AAB | Carting	IND742226AAA	IND742102AAB	Carting	2018-09-24	21	7	16.05	10.11	5.94	47.62	44.44	3.18
IND742226AAA -> IND742102AAB | Carting	IND742226AAA	IND742102AAB	Carting	2018-10-01	9	3	22.56	16.05	6.51	44.44	47.62	-3.18
IND742303AAB -> IND741165AAB | Carting	IND742303AAB	IND741165AAB	Carting	2018-09-10	16	4	19.12	NULL	NULL	100.00	NULL	NULL
IND742303AAB -> IND741165AAB | Carting	IND742303AAB	IND741165AAB	Carting	2018-09-17	20	5	18.95	19.12	-0.17	95.00	100.00	-5.00
IND742303AAB -> IND741165AAB | Carting	IND742303AAB	IND741165AAB	Carting	2018-09-24	28	7	19.93	18.95	0.98	92.86	95.00	-2.14
IND742303AAB -> IND741165AAB | Carting	IND742303AAB	IND741165AAB	Carting	2018-10-01	8	2	19.38	19.93	-0.55	100.00	92.86	7.14
IND742401AAA -> IND742101AAC | Carting	IND742401AAA	IND742101AAC	Carting	2018-09-10	15	3	20.33	NULL	NULL	53.33	NULL	NULL
IND742401AAA -> IND742101AAC | Carting	IND742401AAA	IND742101AAC	Carting	2018-09-17	10	2	25.6	20.33	5.27	50.00	53.33	-3.33
IND742401AAA -> IND742102AAB | Carting	IND742401AAA	IND742102AAB	Carting	2018-09-17	15	3	22.8	NULL	NULL	60.00	NULL	NULL
IND742401AAA -> IND742102AAB | Carting	IND742401AAA	IND742102AAB	Carting	2018-09-24	30	6	21.57	22.8	-1.23	56.67	60.00	-3.33
IND742401AAA -> IND742102AAB | Carting	IND742401AAA	IND742102AAB	Carting	2018-10-01	10	3	53.5	21.57	31.93	50.00	56.67	-6.67
IND743235AAA -> IND743270AAA | FTL	IND743235AAA	IND743270AAA	FTL	2018-09-17	1	1	17	NULL	NULL	0.00	NULL	NULL
IND743235AAA -> IND743270AAA | FTL	IND743235AAA	IND743270AAA	FTL	2018-09-24	2	2	22	17	5	50.00	0.00	50.00
IND743235AAA -> IND743270AAA | FTL	IND743235AAA	IND743270AAA	FTL	2018-10-01	3	3	20	22	-2	66.67	50.00	16.67
IND743270AAA -> IND712311AAA | FTL	IND743270AAA	IND712311AAA	FTL	2018-09-24	2	2	1057	NULL	NULL	100.00	NULL	NULL
IND743270AAA -> IND712311AAA | FTL	IND743270AAA	IND712311AAA	FTL	2018-10-01	3	3	1061.67	1057	4.67	100.00	100.00	0.00
IND743347AAA -> IND700053AAA | Carting	IND743347AAA	IND700053AAA	Carting	2018-09-10	16	2	22.19	NULL	NULL	75.00	NULL	NULL
IND743347AAA -> IND700053AAA | Carting	IND743347AAA	IND700053AAA	Carting	2018-09-17	8	1	20	22.19	-2.19	62.50	75.00	-12.50
IND743347AAA -> IND700053AAA | Carting	IND743347AAA	IND700053AAA	Carting	2018-09-24	8	1	15.88	20	-4.12	62.50	62.50	0.00
IND743347AAA -> IND700053AAA | Carting	IND743347AAA	IND700053AAA	Carting	2018-10-01	16	2	16.88	15.88	1	93.75	62.50	31.25
IND743395AAA -> IND700053AAA | FTL	IND743395AAA	IND700053AAA	FTL	2018-09-24	1	1	266	NULL	NULL	100.00	NULL	NULL
IND743395AAA -> IND700053AAA | FTL	IND743395AAA	IND700053AAA	FTL	2018-10-01	6	3	53.83	266	-212.17	83.33	100.00	-16.67
IND743513AAA -> IND743347AAA | Carting	IND743513AAA	IND743347AAA	Carting	2018-09-10	15	3	7.67	NULL	NULL	20.00	NULL	NULL
IND743513AAA -> IND743347AAA | Carting	IND743513AAA	IND743347AAA	Carting	2018-09-17	21	4	5.71	7.67	-1.96	19.05	20.00	-0.95
IND743513AAA -> IND743347AAA | Carting	IND743513AAA	IND743347AAA	Carting	2018-09-24	9	2	10.78	5.71	5.07	55.56	19.05	36.51
IND743513AAA -> IND743347AAA | Carting	IND743513AAA	IND743347AAA	Carting	2018-10-01	15	3	10.6	10.78	-0.18	73.33	55.56	17.77
IND751002AAB -> IND530012AAA | FTL	IND751002AAB	IND530012AAA	FTL	2018-09-10	46	3	14.35	NULL	NULL	15.22	NULL	NULL
IND751002AAB -> IND530012AAA | FTL	IND751002AAB	IND530012AAA	FTL	2018-09-17	93	5	11.13	14.35	-3.22	11.83	15.22	-3.39
IND751002AAB -> IND530012AAA | FTL	IND751002AAB	IND530012AAA	FTL	2018-09-24	37	2	13.86	11.13	2.73	18.92	11.83	7.09
IND751002AAB -> IND562132AAA | FTL	IND751002AAB	IND562132AAA	FTL	2018-09-10	217	4	21.55	NULL	NULL	31.80	NULL	NULL
IND751002AAB -> IND562132AAA | FTL	IND751002AAB	IND562132AAA	FTL	2018-09-17	269	5	23.54	21.55	1.99	34.94	31.80	3.14
IND751002AAB -> IND562132AAA | FTL	IND751002AAB	IND562132AAA	FTL	2018-09-24	165	3	24.3	23.54	0.76	35.76	34.94	0.82
IND751002AAB -> IND562132AAA | FTL	IND751002AAB	IND562132AAA	FTL	2018-10-01	55	1	18.91	24.3	-5.39	27.27	35.76	-8.49
IND751002AAB -> IND712311AAA | FTL	IND751002AAB	IND712311AAA	FTL	2018-09-10	166	10	19.98	NULL	NULL	27.11	NULL	NULL
IND751002AAB -> IND712311AAA | FTL	IND751002AAB	IND712311AAA	FTL	2018-09-17	152	9	33.4	19.98	13.42	36.18	27.11	9.07
IND751002AAB -> IND712311AAA | FTL	IND751002AAB	IND712311AAA	FTL	2018-09-24	85	5	17.88	33.4	-15.52	29.41	36.18	-6.77
IND751002AAB -> IND712311AAA | FTL	IND751002AAB	IND712311AAA	FTL	2018-10-01	17	1	20.12	17.88	2.24	29.41	29.41	0.00
IND751002AAB -> IND754103AAA | FTL	IND751002AAB	IND754103AAA	FTL	2018-09-10	3	2	212.67	NULL	NULL	100.00	NULL	NULL
IND751002AAB -> IND754103AAA | FTL	IND751002AAB	IND754103AAA	FTL	2018-09-17	1	1	479	212.67	266.33	100.00	100.00	0.00
IND751002AAB -> IND754103AAA | FTL	IND751002AAB	IND754103AAA	FTL	2018-09-24	7	4	232.71	479	-246.29	100.00	100.00	0.00
IND751002AAB -> IND756100AAC | FTL	IND751002AAB	IND756100AAC	FTL	2018-09-10	25	5	16.2	NULL	NULL	28.00	NULL	NULL
IND751002AAB -> IND756100AAC | FTL	IND751002AAB	IND756100AAC	FTL	2018-09-17	25	5	12.84	16.2	-3.36	12.00	28.00	-16.00
IND751002AAB -> IND756100AAC | FTL	IND751002AAB	IND756100AAC	FTL	2018-09-24	10	2	16.8	12.84	3.96	40.00	12.00	28.00
IND751002AAB -> IND760003AAB | FTL	IND751002AAB	IND760003AAB	FTL	2018-09-10	39	5	14.74	NULL	NULL	46.15	NULL	NULL
IND751002AAB -> IND760003AAB | FTL	IND751002AAB	IND760003AAB	FTL	2018-09-17	23	3	33.26	14.74	18.52	52.17	46.15	6.02
IND751002AAB -> IND760003AAB | FTL	IND751002AAB	IND760003AAB	FTL	2018-09-24	16	2	16.12	33.26	-17.14	50.00	52.17	-2.17
IND751002AAB -> IND760003AAB | FTL	IND751002AAB	IND760003AAB	FTL	2018-10-01	16	2	17.25	16.12	1.13	43.75	50.00	-6.25
IND751014AAA -> IND751002AAB | Carting	IND751014AAA	IND751002AAB	Carting	2018-09-10	3	2	7.67	NULL	NULL	100.00	NULL	NULL
IND751014AAA -> IND751002AAB | Carting	IND751014AAA	IND751002AAB	Carting	2018-09-17	1	1	9	7.67	1.33	100.00	100.00	0.00
IND751014AAA -> IND751002AAB | Carting	IND751014AAA	IND751002AAB	Carting	2018-09-24	2	2	55.5	9	46.5	100.00	100.00	0.00
IND751015AAA -> IND751002AAB | Carting	IND751015AAA	IND751002AAB	Carting	2018-09-10	2	2	7	NULL	NULL	0.00	NULL	NULL
IND751015AAA -> IND751002AAB | Carting	IND751015AAA	IND751002AAB	Carting	2018-09-17	2	2	9.5	7	2.5	50.00	0.00	50.00
IND751015AAA -> IND752050AAA | Carting	IND751015AAA	IND752050AAA	Carting	2018-09-17	2	1	3	NULL	NULL	0.00	NULL	NULL
IND751015AAA -> IND752055AAA | Carting	IND751015AAA	IND752055AAA	Carting	2018-09-10	3	1	7.33	NULL	NULL	66.67	NULL	NULL
IND751015AAA -> IND752055AAA | Carting	IND751015AAA	IND752055AAA	Carting	2018-09-24	3	1	7	7.33	-0.33	33.33	66.67	-33.34
IND751015AAA -> IND752056AAA | Carting	IND751015AAA	IND752056AAA	Carting	2018-09-10	3	1	1.67	NULL	NULL	0.00	NULL	NULL
IND751015AAA -> IND752056AAA | Carting	IND751015AAA	IND752056AAA	Carting	2018-09-17	9	3	9.44	1.67	7.77	44.44	0.00	44.44
IND751015AAA -> IND752056AAA | Carting	IND751015AAA	IND752056AAA	Carting	2018-09-24	3	1	5.33	9.44	-4.11	33.33	44.44	-11.11
IND751015AAA -> IND752056AAA | Carting	IND751015AAA	IND752056AAA	Carting	2018-10-01	3	1	8	5.33	2.67	66.67	33.33	33.34
IND751021AAA -> IND751002AAB | Carting	IND751021AAA	IND751002AAB	Carting	2018-09-24	1	1	22	NULL	NULL	100.00	NULL	NULL
IND752030AAA -> IND754022AAA | FTL	IND752030AAA	IND754022AAA	FTL	2018-10-01	2	1	7.5	NULL	NULL	0.00	NULL	NULL
IND752050AAA -> IND751002AAB | Carting	IND752050AAA	IND751002AAB	Carting	2018-09-10	3	1	7.67	NULL	NULL	33.33	NULL	NULL
IND752050AAA -> IND751002AAB | Carting	IND752050AAA	IND751002AAB	Carting	2018-09-24	2	1	12	7.67	4.33	50.00	33.33	16.67
IND752050AAA -> IND752056AAA | Carting	IND752050AAA	IND752056AAA	Carting	2018-09-17	1	1	8	NULL	NULL	100.00	NULL	NULL
IND752055AAA -> IND751002AAB | Carting	IND752055AAA	IND751002AAB	Carting	2018-09-24	4	1	4.75	NULL	NULL	25.00	NULL	NULL
IND752055AAA -> IND752050AAA | Carting	IND752055AAA	IND752050AAA	Carting	2018-10-01	1	1	0	NULL	NULL	0.00	NULL	NULL
IND752056AAA -> IND751002AAB | Carting	IND752056AAA	IND751002AAB	Carting	2018-09-17	3	1	6	NULL	NULL	33.33	NULL	NULL
IND754022AAA -> IND751002AAB | FTL	IND754022AAA	IND751002AAB	FTL	2018-09-10	3	1	19	NULL	NULL	66.67	NULL	NULL
IND754022AAA -> IND751002AAB | FTL	IND754022AAA	IND751002AAB	FTL	2018-09-17	2	1	36	19	17	50.00	66.67	-16.67
IND754103AAA -> IND754142AAA | FTL	IND754103AAA	IND754142AAA	FTL	2018-09-10	2	1	32.5	NULL	NULL	50.00	NULL	NULL
IND754142AAA -> IND754211AAA | FTL	IND754142AAA	IND754211AAA	FTL	2018-09-10	1	1	67	NULL	NULL	100.00	NULL	NULL
IND754142AAA -> IND754211AAA | FTL	IND754142AAA	IND754211AAA	FTL	2018-09-24	1	1	34	67	-33	100.00	100.00	0.00
IND754160AAA -> IND754142AAA | FTL	IND754160AAA	IND754142AAA	FTL	2018-09-24	1	1	28	NULL	NULL	0.00	NULL	NULL
IND754202AAA -> IND751002AAB | FTL	IND754202AAA	IND751002AAB	FTL	2018-10-01	2	1	35.5	NULL	NULL	50.00	NULL	NULL
IND754211AAA -> IND754202AAA | FTL	IND754211AAA	IND754202AAA	FTL	2018-10-01	1	1	53	NULL	NULL	100.00	NULL	NULL
IND756019AAA -> IND756029AAA | FTL	IND756019AAA	IND756029AAA	FTL	2018-10-01	1	1	6	NULL	NULL	0.00	NULL	NULL
IND756019AAA -> IND756032AAA | FTL	IND756019AAA	IND756032AAA	FTL	2018-09-17	2	1	9	NULL	NULL	0.00	NULL	NULL
IND756019AAA -> IND757001AAA | FTL	IND756019AAA	IND757001AAA	FTL	2018-09-17	3	1	24.67	NULL	NULL	100.00	NULL	NULL
IND756019AAA -> IND757025AAA | FTL	IND756019AAA	IND757025AAA	FTL	2018-09-10	1	1	21	NULL	NULL	100.00	NULL	NULL
IND756019AAA -> IND757025AAA | FTL	IND756019AAA	IND757025AAA	FTL	2018-09-17	1	1	19	21	-2	100.00	100.00	0.00
